Month,Fish_Weight,Survival_Rate,Age_Months,Temperature,Dissolved_Oxygen,pH,Salinity (ppt)
March,279.03,93.73,1.0,27.85,6.74,7.92,4.31
March,278.92,93.69,1.0,27.84,6.72,7.92,4.11
March,278.82,93.66,1.0,27.84,6.7,7.92,2.75
March,278.71,93.62,1.0,27.83,6.69,7.92,3.58
March,278.6,93.58,1.0,27.82,6.67,7.92,1.64
March,278.5,93.55,1.0,27.81,6.65,7.92,2.41
March,278.39,93.51,1.0,27.81,6.64,7.92,4.13
March,278.28,93.47,1.0,27.8,6.62,7.92,2.35
March,278.18,93.44,1.0,27.79,6.6,7.92,1.85
March,278.07,93.4,1.0,27.79,6.59,7.92,2.52
March,277.96,93.36,1.0,27.78,6.57,7.92,4.16
March,277.86,93.33,1.0,27.77,6.55,7.92,1.74
March,277.75,93.29,1.0,27.76,6.54,7.92,0.95
March,277.64,93.25,1.0,27.76,6.52,7.92,3.59
March,277.54,93.22,1.0,27.75,6.51,7.91,4.15
March,277.43,93.18,1.0,27.74,6.49,7.91,0.59
March,277.32,93.14,1.0,27.74,6.47,7.91,1.28
March,277.22,93.11,1.0,27.73,6.46,7.91,0.8
March,277.11,93.07,1.0,27.72,6.44,7.91,1.8
March,277.0,93.03,1.0,27.71,6.42,7.91,2.31
March,276.9,93.0,1.0,27.71,6.41,7.91,3.77
April,276.79,92.96,1.0,27.7,6.39,7.91,3.29
April,276.79,92.96,1.0,27.7,6.39,7.91,3.14
April,276.79,92.96,1.0,27.7,6.39,7.91,1.83
April,276.79,92.96,1.0,27.7,6.39,7.91,4.22
April,276.79,92.96,1.0,27.7,6.39,7.91,2.41
April,276.79,92.96,1.0,27.7,6.39,7.91,4.9
April,276.79,92.96,1.0,27.7,6.39,7.91,3.21
April,276.79,92.96,1.0,27.7,6.39,7.91,0.72
April,276.79,92.96,1.0,27.7,6.39,7.91,3.41
April,276.79,92.96,1.0,27.7,6.39,7.91,1.69
April,276.79,92.96,1.0,27.7,6.39,7.91,3.46
April,276.79,92.96,1.0,27.7,6.39,7.91,0.44
April,276.79,92.96,1.0,27.7,6.39,7.91,0.96
April,276.79,92.96,1.0,27.7,6.39,7.91,4.29
April,276.79,92.96,1.0,27.7,6.39,7.91,1.21
April,276.79,92.96,1.0,27.7,6.39,7.91,4.2
April,276.79,92.96,1.0,27.7,6.39,7.91,1.47
April,276.79,92.96,1.0,27.7,6.39,7.91,3.25
April,276.79,92.96,1.0,27.7,6.39,7.91,3.5
April,276.79,92.96,1.0,27.7,6.39,7.91,2.61
April,276.79,92.96,1.0,27.7,6.39,7.91,1.6
April,276.79,92.96,1.0,27.7,6.39,7.91,1.14
April,276.79,92.96,1.0,27.7,6.39,7.91,0.26
April,276.79,92.96,1.0,27.7,6.39,7.91,1.59
April,276.79,92.96,1.0,27.7,6.39,7.91,3.3
April,276.79,92.96,1.0,27.7,6.39,7.91,4.7
April,276.79,92.96,1.0,27.7,6.39,7.91,4.37
April,276.79,92.96,1.0,27.7,6.39,7.91,3.85
April,276.79,92.96,1.0,27.7,6.39,7.91,3.96
April,276.79,92.96,1.0,27.7,6.39,7.91,3.36
April,276.79,92.96,1.0,27.7,6.39,7.91,1.38
April,276.79,92.96,1.0,27.7,6.39,7.91,4.55
April,276.79,92.96,1.0,27.7,6.39,7.91,3.39
April,276.79,92.96,1.0,27.7,6.39,7.91,2.85
April,276.79,92.96,1.0,27.7,6.39,7.91,0.64
April,276.79,92.96,1.0,27.7,6.39,7.91,2.29
April,276.79,92.96,1.0,27.7,6.39,7.91,2.36
April,276.79,92.96,1.0,27.7,6.39,7.91,4.34
April,276.79,92.96,1.0,27.7,6.39,7.91,2.78
April,276.79,92.96,1.0,27.7,6.39,7.91,1.96
April,276.79,92.96,1.0,27.7,6.39,7.91,4.89
April,276.79,92.96,1.0,27.7,6.39,7.91,0.64
April,276.79,92.96,1.0,27.7,6.39,7.91,2.17
April,276.79,92.96,1.0,27.7,6.39,7.91,0.31
April,276.79,92.96,1.0,27.7,6.39,7.91,3.73
April,276.79,92.96,1.0,27.7,6.39,7.91,4.6
April,276.79,92.96,1.0,27.7,6.39,7.91,1.47
April,276.79,92.96,1.0,27.7,6.39,7.91,4.31
April,276.79,92.96,1.0,27.7,6.39,7.91,1.53
April,276.79,92.96,1.0,27.7,6.39,7.91,4.56
April,276.79,92.96,1.0,27.7,6.39,7.91,3.79
April,276.79,92.96,1.0,27.7,6.39,7.91,4.04
April,276.79,92.96,1.0,27.7,6.39,7.91,0.19
April,276.79,92.96,1.0,27.7,6.39,7.91,4.82
April,276.79,92.96,1.0,27.7,6.39,7.91,3.66
April,276.79,92.96,1.0,27.7,6.39,7.91,1.59
April,276.79,92.96,1.0,27.7,6.39,7.91,4.16
April,276.79,92.96,1.0,27.7,6.39,7.91,1.48
April,276.79,92.96,1.0,27.7,6.39,7.91,4.38
April,276.79,92.96,1.0,27.7,6.39,7.91,0.65
April,276.79,92.96,1.0,27.7,6.39,7.91,3.55
April,276.79,92.96,1.0,27.7,6.39,7.91,2.75
April,276.79,92.96,1.0,27.7,6.39,7.91,0.57
April,276.79,92.96,1.0,27.7,6.39,7.91,1.29
April,276.79,92.96,1.0,27.7,6.39,7.91,0.16
April,276.79,92.96,1.0,27.7,6.39,7.91,2.4
April,276.79,92.96,1.0,27.7,6.39,7.91,1.58
April,276.79,92.96,1.0,27.7,6.39,7.91,3.03
April,276.79,92.96,1.0,27.7,6.39,7.91,1.56
April,276.79,92.96,1.0,27.7,6.39,7.91,1.57
April,276.79,92.96,1.0,27.7,6.39,7.91,3.74
April,276.79,92.96,1.0,27.7,6.39,7.91,0.34
April,276.79,92.96,1.0,27.7,6.39,7.91,4.52
April,276.79,92.96,1.0,27.7,6.39,7.91,4.28
April,276.79,92.96,1.0,27.7,6.39,7.91,3.37
April,276.79,92.96,1.0,27.7,6.39,7.91,3.01
April,276.79,92.96,1.0,27.7,6.39,7.91,4.47
April,276.79,92.96,1.0,27.7,6.39,7.91,1.01
April,276.79,92.96,1.0,27.7,6.39,7.91,0.49
April,276.79,92.96,1.0,27.7,6.39,7.91,1.27
April,276.79,92.96,1.0,27.7,6.39,7.91,3.99
April,276.79,92.96,1.0,27.7,6.39,7.91,0.27
April,276.79,92.96,1.0,27.7,6.39,7.91,2.96
April,276.79,92.96,1.0,27.7,6.39,7.91,4.98
April,276.79,92.96,1.0,27.7,6.39,7.91,4.29
April,276.79,92.96,1.0,27.7,6.39,7.91,2.66
April,276.79,92.96,1.0,27.7,6.39,7.91,0.41
April,276.79,92.96,1.0,27.7,6.39,7.91,4.17
April,276.79,92.96,1.0,27.7,6.39,7.91,3.03
April,276.79,92.96,1.0,27.7,6.39,7.91,0.66
April,276.79,92.96,1.0,27.7,6.39,7.91,0.56
April,276.79,92.96,1.0,27.7,6.39,7.91,4.56
April,276.79,92.96,1.0,27.7,6.39,7.91,3.38
April,276.79,92.96,1.0,27.7,6.39,7.91,4.16
April,276.79,92.96,1.0,27.7,6.39,7.91,4.41
April,276.79,92.96,1.0,27.7,6.39,7.91,2.9
April,276.79,92.96,1.0,27.7,6.39,7.91,2.64
April,276.79,92.96,1.0,27.7,6.39,7.91,2.21
April,276.79,92.96,1.0,27.7,6.39,7.91,1.65
April,276.79,92.96,1.0,27.7,6.39,7.91,2.23
April,276.79,92.96,1.0,27.7,6.39,7.91,3.89
April,276.79,92.96,1.0,27.7,6.39,7.91,3.05
April,276.79,92.96,1.0,27.7,6.39,7.91,4.47
April,276.79,92.96,1.0,27.7,6.39,7.91,2.27
April,276.79,92.96,1.0,27.7,6.39,7.91,3.07
April,276.79,92.96,1.0,27.7,6.39,7.91,3.19
April,276.79,92.96,1.0,27.7,6.39,7.91,3.0
April,276.79,92.96,1.0,27.7,6.39,7.91,3.54
April,276.79,92.96,1.0,27.7,6.39,7.91,1.26
April,276.79,92.96,1.0,27.7,6.39,7.91,2.61
April,276.79,92.96,1.0,27.7,6.39,7.91,0.61
April,276.79,92.96,1.0,27.7,6.39,7.91,1.98
April,276.79,92.96,1.0,27.7,6.39,7.91,2.49
April,276.79,92.96,1.0,27.7,6.39,7.91,3.3
April,276.79,92.96,1.0,27.7,6.39,7.91,4.76
April,276.79,92.96,1.0,27.7,6.39,7.91,3.04
April,276.79,92.96,1.0,27.7,6.39,7.91,3.74
April,276.79,92.96,1.0,27.7,6.39,7.91,2.58
April,276.79,92.96,1.0,27.7,6.39,7.91,3.21
April,276.79,92.96,1.0,27.7,6.39,7.91,0.45
April,276.79,92.96,1.0,27.7,6.39,7.91,1.35
April,276.79,92.96,1.0,27.7,6.39,7.91,1.87
April,276.79,92.96,1.0,27.7,6.39,7.91,2.42
April,276.79,92.96,1.0,27.7,6.39,7.91,0.32
April,276.79,92.96,1.0,27.7,6.39,7.91,0.79
April,276.79,92.96,1.0,27.7,6.39,7.91,1.46
April,276.79,92.96,1.0,27.7,6.39,7.91,4.86
April,276.79,92.96,1.0,27.7,6.39,7.91,1.72
April,276.79,92.96,1.0,27.7,6.39,7.91,2.46
April,276.79,92.96,1.0,27.7,6.39,7.91,1.06
April,276.79,92.96,1.0,27.7,6.39,7.91,3.09
April,276.79,92.96,1.0,27.7,6.39,7.91,1.48
April,276.79,92.96,1.0,27.7,6.39,7.91,1.11
April,276.79,92.96,1.0,27.7,6.39,7.91,2.63
April,276.79,92.96,1.0,27.7,6.39,7.91,0.13
April,276.79,92.96,1.0,27.7,6.39,7.91,0.14
April,276.79,92.96,1.0,27.7,6.39,7.91,1.17
April,276.79,92.96,1.0,27.7,6.39,7.91,0.28
April,276.79,92.96,1.0,27.7,6.39,7.91,0.63
April,276.79,92.96,1.0,27.7,6.39,7.91,1.76
April,276.79,92.96,1.0,27.7,6.39,7.91,4.03
April,276.79,92.96,1.0,27.7,6.39,7.91,2.9
April,276.79,92.96,1.0,27.7,6.39,7.91,2.61
April,276.79,92.96,1.0,27.7,6.39,7.91,1.54
April,276.79,92.96,1.0,27.7,6.39,7.91,4.67
April,276.79,92.96,1.0,27.7,6.39,7.91,2.05
April,276.79,92.96,1.0,27.7,6.39,7.91,0.53
April,276.79,92.96,1.0,27.7,6.39,7.91,3.12
April,276.79,92.96,1.0,27.7,6.39,7.91,0.66
April,276.79,92.96,1.0,27.7,6.39,7.91,1.79
April,276.79,92.96,1.0,27.7,6.39,7.91,2.59
April,276.79,92.96,1.0,27.7,6.39,7.91,4.38
April,276.79,92.96,1.0,27.7,6.39,7.91,2.52
April,276.79,92.96,1.0,27.7,6.39,7.91,3.54
April,276.79,92.96,1.0,27.7,6.39,7.91,4.96
April,276.79,92.96,1.0,27.7,6.39,7.91,0.74
April,276.79,92.96,1.0,27.7,6.39,7.91,1.45
April,276.79,92.96,1.0,27.7,6.39,7.91,2.03
April,276.79,92.96,1.0,27.7,6.39,7.91,2.17
April,276.79,92.96,1.0,27.7,6.39,7.91,2.11
April,276.79,92.96,1.0,27.7,6.39,7.91,4.55
April,276.79,92.96,1.0,27.7,6.39,7.91,3.6
April,276.79,92.96,1.0,27.7,6.39,7.91,3.08
April,276.79,92.96,1.0,27.7,6.39,7.91,1.62
April,276.79,92.96,1.0,27.7,6.39,7.91,4.14
April,276.79,92.96,1.0,27.7,6.39,7.91,4.78
April,276.79,92.96,1.0,27.7,6.39,7.91,4.12
April,276.79,92.96,1.0,27.7,6.39,7.91,0.11
April,276.79,92.96,1.0,27.7,6.39,7.91,3.22
April,276.79,92.96,1.0,27.7,6.39,7.91,0.35
April,276.79,92.96,1.0,27.7,6.39,7.91,1.36
April,276.79,92.96,1.0,27.7,6.39,7.91,0.39
April,276.79,92.96,1.0,27.7,6.39,7.91,3.06
April,276.79,92.96,1.0,27.7,6.39,7.91,3.46
April,276.79,92.96,1.0,27.7,6.39,7.91,0.66
April,276.79,92.96,1.0,27.7,6.39,7.91,1.98
April,276.79,92.96,1.0,27.7,6.39,7.91,2.34
April,276.79,92.96,1.0,27.7,6.39,7.91,1.91
April,276.79,92.96,1.0,27.7,6.39,7.91,0.69
April,276.79,92.96,1.0,27.7,6.39,7.91,2.15
April,276.79,92.96,1.0,27.7,6.39,7.91,3.78
April,276.79,92.96,1.0,27.7,6.39,7.91,0.45
April,276.79,92.96,1.0,27.7,6.39,7.91,0.49
April,276.79,92.96,1.0,27.7,6.39,7.91,1.84
April,276.79,92.96,1.0,27.7,6.39,7.91,4.71
April,276.79,92.96,1.0,27.7,6.39,7.91,3.38
April,276.79,92.96,1.0,27.7,6.39,7.91,3.43
April,276.79,92.96,1.0,27.7,6.39,7.91,1.87
April,276.79,92.96,1.0,27.7,6.39,7.91,3.01
April,276.79,92.96,1.0,27.7,6.39,7.91,0.15
April,276.79,92.96,1.0,27.7,6.39,7.91,3.22
April,276.79,92.96,1.0,27.7,6.39,7.91,4.58
April,276.79,92.96,1.0,27.7,6.39,7.91,3.1
April,276.79,92.96,1.0,27.7,6.39,7.91,4.38
April,276.79,92.96,1.0,27.7,6.39,7.91,3.65
April,276.79,92.96,1.0,27.7,6.39,7.91,0.69
April,276.79,92.96,1.0,27.7,6.39,7.91,4.52
April,276.79,92.96,1.0,27.7,6.39,7.91,0.43
April,276.79,92.96,1.0,27.7,6.39,7.91,2.72
April,276.79,92.96,1.0,27.7,6.39,7.91,0.8
April,276.79,92.96,1.0,27.7,6.39,7.91,0.16
April,276.79,92.96,1.0,27.7,6.39,7.91,2.17
April,276.79,92.96,1.0,27.7,6.39,7.91,1.55
April,276.79,92.96,1.0,27.7,6.39,7.91,2.48
April,276.79,92.96,1.0,27.7,6.39,7.91,2.93
April,276.79,92.96,1.0,27.7,6.39,7.91,0.31
April,276.79,92.96,1.0,27.7,6.39,7.91,0.7
April,276.79,92.96,1.0,27.7,6.39,7.91,2.84
April,276.79,92.96,1.0,27.7,6.39,7.91,1.78
April,276.79,92.96,1.0,27.7,6.39,7.91,3.67
April,276.79,92.96,1.0,27.7,6.39,7.91,3.3
April,276.79,92.96,1.0,27.7,6.39,7.91,4.24
April,276.79,92.96,1.0,27.7,6.39,7.91,3.49
April,276.79,92.96,1.0,27.7,6.39,7.91,2.21
April,276.79,92.96,1.0,27.7,6.39,7.91,3.4
April,276.79,92.96,1.0,27.7,6.39,7.91,1.45
April,276.79,92.96,1.0,27.7,6.39,7.91,1.6
April,276.79,92.96,1.0,27.7,6.39,7.91,3.97
April,276.79,92.96,1.0,27.7,6.39,7.91,2.29
April,276.79,92.96,1.0,27.7,6.39,7.91,4.01
April,276.79,92.96,1.0,27.7,6.39,7.91,4.13
April,276.79,92.96,1.0,27.7,6.39,7.91,4.3
April,276.79,92.96,1.0,27.7,6.39,7.91,4.59
April,276.79,92.96,1.0,27.7,6.39,7.91,2.21
April,276.79,92.96,1.0,27.7,6.39,7.91,1.66
April,276.79,92.96,1.0,27.7,6.39,7.91,2.95
April,276.79,92.96,1.0,27.7,6.39,7.91,1.92
April,276.79,92.96,1.0,27.7,6.39,7.91,3.05
April,276.79,92.96,1.0,27.7,6.39,7.91,3.56
April,276.79,92.96,1.0,27.7,6.39,7.91,3.47
April,276.79,92.96,1.0,27.7,6.39,7.91,1.94
April,276.79,92.96,1.0,27.7,6.39,7.91,0.92
April,276.79,92.96,1.0,27.7,6.39,7.91,2.21
April,276.79,92.96,1.0,27.7,6.39,7.91,0.8
April,276.79,92.96,1.0,27.7,6.39,7.91,4.46
April,276.79,92.96,1.0,27.7,6.39,7.91,1.79
April,276.79,92.96,1.0,27.7,6.39,7.91,0.86
April,276.79,92.96,1.0,27.7,6.39,7.91,0.22
April,276.79,92.96,1.0,27.7,6.39,7.91,3.26
April,276.79,92.96,1.0,27.7,6.39,7.91,3.22
April,276.79,92.96,1.0,27.7,6.39,7.91,1.77
April,276.79,92.96,1.0,27.7,6.39,7.91,0.45
April,276.79,92.96,1.0,27.7,6.39,7.91,2.11
April,276.79,92.96,1.0,27.7,6.39,7.91,1.62
April,276.79,92.96,1.0,27.7,6.39,7.91,3.42
April,276.79,92.96,1.0,27.7,6.39,7.91,3.07
April,276.79,92.96,1.0,27.7,6.39,7.91,1.89
April,276.79,92.96,1.0,27.7,6.39,7.91,1.17
April,276.79,92.96,1.0,27.7,6.39,7.91,4.94
April,276.79,92.96,1.0,27.7,6.39,7.91,2.32
April,276.79,92.96,1.0,27.7,6.39,7.91,3.47
April,276.79,92.96,1.0,27.7,6.39,7.91,0.79
April,276.79,92.96,1.0,27.7,6.39,7.91,2.48
April,276.79,92.96,1.0,27.7,6.39,7.91,0.23
April,276.79,92.96,1.0,27.7,6.39,7.91,2.58
April,276.79,92.96,1.0,27.7,6.39,7.91,4.82
April,276.79,92.96,1.0,27.7,6.39,7.91,1.98
April,276.79,92.96,1.0,27.7,6.39,7.91,0.29
April,276.79,92.96,1.0,27.7,6.39,7.91,0.25
April,276.79,92.96,1.0,27.7,6.39,7.91,2.0
April,276.79,92.96,1.0,27.7,6.39,7.91,0.88
April,276.79,92.96,1.0,27.7,6.39,7.91,0.21
April,276.79,92.96,1.0,27.7,6.39,7.91,3.81
April,276.79,92.96,1.0,27.7,6.39,7.91,2.35
April,276.79,92.96,1.0,27.7,6.39,7.91,1.52
April,276.79,92.96,1.0,27.7,6.39,7.91,4.51
April,276.79,92.96,1.0,27.7,6.39,7.91,0.67
April,276.79,92.96,1.0,27.7,6.39,7.91,4.78
April,276.79,92.96,1.0,27.7,6.39,7.91,1.64
April,276.79,92.96,1.0,27.7,6.39,7.91,4.45
April,276.79,92.96,1.0,27.7,6.39,7.91,3.05
April,276.79,92.96,1.0,27.7,6.39,7.91,4.15
April,276.79,92.96,1.0,27.7,6.39,7.91,4.92
April,276.79,92.96,1.0,27.7,6.39,7.91,1.51
April,276.79,92.96,1.0,27.7,6.39,7.91,4.81
April,276.79,92.96,1.0,27.7,6.39,7.91,2.01
April,276.79,92.96,1.0,27.7,6.39,7.91,1.99
April,276.79,92.96,1.0,27.7,6.39,7.91,1.77
April,276.79,92.96,1.0,27.7,6.39,7.91,2.75
April,276.79,92.96,1.0,27.7,6.39,7.91,0.86
April,276.79,92.96,1.0,27.7,6.39,7.91,2.81
April,276.79,92.96,1.0,27.7,6.39,7.91,2.75
April,276.79,92.96,1.0,27.7,6.39,7.91,3.83
April,276.79,92.96,1.0,27.7,6.39,7.91,4.18
April,276.79,92.96,1.0,27.7,6.39,7.91,2.26
April,276.79,92.96,1.0,27.7,6.39,7.91,1.58
April,276.79,92.96,1.0,27.7,6.39,7.91,1.37
April,276.79,92.96,1.0,27.7,6.39,7.91,1.05
April,276.79,92.96,1.0,27.7,6.39,7.91,0.38
April,276.79,92.96,1.0,27.7,6.39,7.91,1.78
April,276.79,92.96,1.0,27.7,6.39,7.91,1.42
April,276.79,92.96,1.0,27.7,6.39,7.91,4.84
April,276.79,92.96,1.0,27.7,6.39,7.91,2.83
April,276.79,92.96,1.0,27.7,6.39,7.91,1.8
April,276.79,92.96,1.0,27.7,6.39,7.91,2.94
April,276.79,92.96,1.0,27.7,6.39,7.91,0.78
April,276.79,92.96,1.0,27.7,6.39,7.91,2.28
April,276.79,92.96,1.0,27.7,6.39,7.91,3.17
April,276.79,92.96,1.0,27.7,6.39,7.91,2.5
April,276.79,92.96,1.0,27.7,6.39,7.91,2.07
April,276.79,92.96,1.0,27.7,6.39,7.91,4.97
April,276.79,92.96,1.0,27.7,6.39,7.91,4.41
April,276.79,92.96,1.0,27.7,6.39,7.91,3.15
April,276.79,92.96,1.0,27.7,6.39,7.91,2.89
April,276.79,92.96,1.0,27.7,6.39,7.91,3.14
April,276.79,92.96,1.0,27.7,6.39,7.91,1.09
April,276.79,92.96,1.0,27.7,6.39,7.91,2.04
April,276.79,92.96,1.0,27.7,6.39,7.91,0.29
April,276.79,92.96,1.0,27.7,6.39,7.91,2.43
April,276.79,92.96,1.0,27.7,6.39,7.91,2.76
April,276.79,92.96,1.0,27.7,6.39,7.91,1.22
April,276.79,92.96,1.0,27.7,6.39,7.91,4.82
April,276.79,92.96,1.0,27.7,6.39,7.91,4.56
April,276.79,92.96,1.0,27.7,6.39,7.91,3.64
April,276.79,92.96,1.0,27.7,6.39,7.91,2.71
April,276.79,92.96,1.0,27.7,6.39,7.91,4.36
April,276.79,92.96,1.0,27.7,6.39,7.91,0.74
April,276.79,92.96,1.0,27.7,6.39,7.91,3.97
April,276.79,92.96,1.0,27.7,6.39,7.91,0.71
April,276.79,92.96,1.0,27.7,6.39,7.91,3.99
April,276.79,92.96,1.0,27.7,6.39,7.91,1.45
April,276.79,92.96,1.0,27.7,6.39,7.91,4.4
April,276.79,92.96,1.0,27.7,6.39,7.91,4.73
April,276.79,92.96,1.0,27.7,6.39,7.91,0.83
April,276.79,92.96,1.0,27.7,6.39,7.91,2.37
April,276.79,92.96,1.0,27.7,6.39,7.91,4.91
April,276.79,92.96,1.0,27.7,6.39,7.91,2.47
April,276.79,92.96,1.0,27.7,6.39,7.91,4.33
April,276.79,92.96,1.0,27.7,6.39,7.91,2.98
April,276.79,92.96,1.0,27.7,6.39,7.91,1.94
April,276.79,92.96,1.0,27.7,6.39,7.91,1.5
April,276.79,92.96,1.0,27.7,6.39,7.91,1.1
April,276.79,92.96,1.0,27.7,6.39,7.91,3.83
April,276.79,92.96,1.0,27.7,6.39,7.91,1.99
April,276.79,92.96,1.0,27.7,6.39,7.91,2.61
April,276.79,92.96,1.0,27.7,6.39,7.91,2.51
April,276.79,92.96,1.0,27.7,6.39,7.91,2.93
April,276.79,92.96,1.0,27.7,6.39,7.91,4.34
April,276.79,92.96,1.0,27.7,6.39,7.91,4.91
April,276.79,92.96,1.0,27.7,6.39,7.91,2.1
April,276.79,92.96,1.0,27.7,6.39,7.91,4.15
April,276.79,92.96,1.0,27.7,6.39,7.91,3.85
April,276.79,92.96,1.0,27.7,6.39,7.91,2.91
April,276.79,92.96,1.0,27.7,6.39,7.91,4.78
April,276.79,92.96,1.0,27.7,6.39,7.91,1.08
April,276.79,92.96,1.0,27.7,6.39,7.91,0.64
April,276.79,92.96,1.0,27.7,6.39,7.91,4.28
April,276.79,92.96,1.0,27.7,6.39,7.91,2.25
April,276.79,92.96,1.0,27.7,6.39,7.91,4.25
April,276.79,92.96,1.0,27.7,6.39,7.91,4.48
April,276.79,92.96,1.0,27.7,6.39,7.91,0.41
April,276.79,92.96,1.0,27.7,6.39,7.91,4.43
April,276.79,92.96,1.0,27.7,6.39,7.91,2.3
April,276.79,92.96,1.0,27.7,6.39,7.91,2.6
April,276.79,92.96,1.0,27.7,6.39,7.91,3.17
April,276.79,92.96,1.0,27.7,6.39,7.91,4.64
April,276.79,92.96,1.0,27.7,6.39,7.91,0.19
April,276.79,92.96,1.0,27.7,6.39,7.91,2.44
April,276.79,92.96,1.0,27.7,6.39,7.91,3.47
April,276.79,92.96,1.0,27.7,6.39,7.91,3.64
April,276.79,92.96,1.0,27.7,6.39,7.91,3.49
April,276.79,92.96,1.0,27.7,6.39,7.91,0.76
April,276.79,92.96,1.0,27.7,6.39,7.91,1.57
April,276.79,92.96,1.0,27.7,6.39,7.91,1.86
April,276.79,92.96,1.0,27.7,6.39,7.91,4.04
April,276.79,92.96,1.0,27.7,6.39,7.91,1.47
April,276.79,92.96,1.0,27.7,6.39,7.91,1.13
April,276.79,92.96,1.0,27.7,6.39,7.91,4.79
April,276.79,92.96,1.0,27.7,6.39,7.91,0.14
April,276.79,92.96,1.0,27.7,6.39,7.91,4.99
April,276.79,92.96,1.0,27.7,6.39,7.91,3.42
April,276.79,92.96,1.0,27.7,6.39,7.91,4.16
April,276.79,92.96,1.0,27.7,6.39,7.91,1.54
April,276.79,92.96,1.0,27.7,6.39,7.91,0.17
April,276.79,92.96,1.0,27.7,6.39,7.91,3.72
April,276.79,92.96,1.0,27.7,6.39,7.91,4.19
April,276.79,92.96,1.0,27.7,6.39,7.91,3.73
April,276.79,92.96,1.0,27.7,6.39,7.91,0.8
April,276.79,92.96,1.0,27.7,6.39,7.91,3.79
April,276.79,92.96,1.0,27.7,6.39,7.91,3.87
April,276.79,92.96,1.0,27.7,6.39,7.91,3.33
April,276.79,92.96,1.0,27.7,6.39,7.91,3.85
April,276.79,92.96,1.0,27.7,6.39,7.91,4.25
April,276.79,92.96,1.0,27.7,6.39,7.91,3.11
April,276.79,92.96,1.0,27.7,6.39,7.91,0.53
April,276.79,92.96,1.0,27.7,6.39,7.91,2.49
April,276.79,92.96,1.0,27.7,6.39,7.91,0.48
April,276.79,92.96,1.0,27.7,6.39,7.91,2.1
April,276.79,92.96,1.0,27.7,6.39,7.91,2.09
April,276.79,92.96,1.0,27.7,6.39,7.91,0.42
April,276.79,92.96,1.0,27.7,6.39,7.91,1.81
April,276.79,92.96,1.0,27.7,6.39,7.91,0.64
April,276.79,92.96,1.0,27.7,6.39,7.91,4.06
April,276.79,92.96,1.0,27.7,6.39,7.91,4.74
April,276.79,92.96,1.0,27.7,6.39,7.91,0.45
April,276.79,92.96,1.0,27.7,6.39,7.91,4.78
April,276.79,92.96,1.0,27.7,6.39,7.91,2.66
April,276.79,92.96,1.0,27.7,6.39,7.91,1.57
April,276.79,92.96,1.0,27.7,6.39,7.91,0.48
April,276.79,92.96,1.0,27.7,6.39,7.91,2.55
April,276.79,92.96,1.0,27.7,6.39,7.91,3.99
April,276.79,92.96,1.0,27.7,6.39,7.91,3.56
April,276.79,92.96,1.0,27.7,6.39,7.91,0.35
April,276.79,92.96,1.0,27.7,6.39,7.91,0.46
April,276.79,92.96,1.0,27.7,6.39,7.91,2.07
April,276.79,92.96,1.0,27.7,6.39,7.91,1.55
April,276.79,92.96,1.0,27.7,6.39,7.91,1.24
April,276.79,92.96,1.0,27.7,6.39,7.91,1.48
April,276.79,92.96,1.0,27.7,6.39,7.91,4.04
April,276.79,92.96,1.0,27.7,6.39,7.91,4.65
April,276.79,92.96,1.0,27.7,6.39,7.91,2.09
April,276.79,92.96,1.0,27.7,6.39,7.91,4.54
April,276.79,92.96,1.0,27.7,6.39,7.91,1.68
April,276.79,92.96,1.0,27.7,6.39,7.91,2.43
April,276.79,92.96,1.0,27.7,6.39,7.91,1.21
April,276.79,92.96,1.0,27.7,6.39,7.91,3.24
April,276.79,92.96,1.0,27.7,6.39,7.91,4.9
April,276.79,92.96,1.0,27.7,6.39,7.91,3.06
April,276.79,92.96,1.0,27.7,6.39,7.91,1.85
April,276.79,92.96,1.0,27.7,6.39,7.91,3.27
April,276.79,92.96,1.0,27.7,6.39,7.91,0.7
April,276.79,92.96,1.0,27.7,6.39,7.91,4.45
April,276.79,92.96,1.0,27.7,6.39,7.91,2.57
April,276.79,92.96,1.0,27.7,6.39,7.91,2.3
April,276.79,92.96,1.0,27.7,6.39,7.91,2.97
April,276.79,92.96,1.0,27.7,6.39,7.91,3.16
April,276.79,92.96,1.0,27.7,6.39,7.91,0.45
April,276.79,92.96,1.0,27.7,6.39,7.91,3.44
April,276.79,92.96,1.0,27.7,6.39,7.91,1.29
April,276.79,92.96,1.0,27.7,6.39,7.91,3.6
April,276.79,92.96,1.0,27.7,6.39,7.91,4.13
April,276.79,92.96,1.0,27.7,6.39,7.91,4.04
April,276.79,92.96,1.0,27.7,6.39,7.91,2.81
April,276.79,92.96,1.0,27.7,6.39,7.91,2.65
April,276.79,92.96,1.0,27.7,6.39,7.91,0.8
April,276.79,92.96,1.0,27.7,6.39,7.91,3.9
April,276.79,92.96,1.0,27.7,6.39,7.91,1.43
April,276.79,92.96,1.0,27.7,6.39,7.91,2.53
April,276.79,92.96,1.0,27.7,6.39,7.91,1.49
April,276.79,92.96,1.0,27.7,6.39,7.91,0.76
April,276.79,92.96,1.0,27.7,6.39,7.91,3.18
April,276.79,92.96,1.0,27.7,6.39,7.91,0.37
April,276.79,92.96,1.0,27.7,6.39,7.91,3.77
